Marka,Model,Godiste,Kilometraza,Karoserija,Gorivo,Kubikaza,Snaga motora,Cena,EKM,Pogon,Menjac,Klima,Boja,Materijal enterijera,prosek_god_km,Starost,Km_cat
Fiat,Grande Punto,2007,189000,Hecbek,Dizel,1.3,75,2600.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,13500.0,14,180000-190000
Fiat,Grande Punto,2006,210000,Hecbek,Dizel,1.3,90,2550.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,14000.0,15,210000-220000
Fiat,Grande Punto,2009,220000,Hecbek,Dizel,1.3,90,3500.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,18333.333333333332,12,220000-230000
Fiat,Grande Punto,2006,223000,Hecbek,Dizel,1.3,75,2690.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,14866.666666666666,15,220000-230000
Fiat,Grande Punto,2010,229000,Hecbek,Dizel,1.3,75,3499.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Druga,Stof,20818.18181818182,11,220000-230000
Fiat,Grande Punto,2006,191000,Hecbek,Dizel,1.3,90,2359.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Plava,Stof,12733.333333333334,15,190000-200000
Fiat,Grande Punto,2009,152054,Hecbek,Dizel,1.3,90,3400.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crvena,Stof,12671.166666666666,12,150000-160000
Fiat,Grande Punto,2006,199000,Hecbek,Dizel,1.3,75,2700.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,13266.666666666666,15,190000-200000
Fiat,Grande Punto,2009,240000,Hecbek,Dizel,1.3,75,2599.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Bela,Stof,20000.0,12,240000-250000
Fiat,Grande Punto,2007,143705,Hecbek,Benzin,1.4,95,2750.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Plava,Stof,10264.642857142857,14,140000-150000
Fiat,Grande Punto,2007,136252,Hecbek,Benzin,1.4,75,2650.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,9732.285714285714,14,130000-140000
Fiat,Grande Punto,2009,180000,Hecbek,Benzin + Gas (TNG),1.4,70,2599.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Bela,Stof,15000.0,12,180000-190000
Fiat,Grande Punto,2010,227000,Hecbek,Benzin,1.4,135,3600.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,20636.363636363636,11,220000-230000
Fiat,Grande Punto,2007,153000,Hecbek,Benzin,1.4,75,2699.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crvena,Drugi,10928.57142857143,14,150000-160000
Fiat,Grande Punto,2011,157101,Hecbek,Benzin,1.4,105,4350.0,Euro 5 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,15710.1,10,150000-160000
Fiat,Grande Punto,2011,170000,Hecbek,Benzin,1.4,135,4299.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Bela,Stof,17000.0,10,170000-180000
Fiat,Grande Punto,2008,127200,Hecbek,Benzin,1.4,75,3190.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,9784.615384615385,13,120000-130000
Fiat,Grande Punto,2007,179852,Hecbek,Benzin,1.4,95,2950.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Druga,Stof,12846.57142857143,14,170000-180000
Fiat,Grande Punto,2007,167000,Hecbek,Benzin,1.4,120,3099.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crvena,Stof,11928.57142857143,14,160000-170000
Fiat,Grande Punto,2007,134000,Hecbek,Benzin,1.4,75,2650.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Plava,Stof,9571.42857142857,14,130000-140000
Fiat,Grande Punto,2008,138789,Hecbek,Benzin,1.4,75,3000.0,Euro 5 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,10676.076923076924,13,130000-140000
Fiat,Grande Punto,2006,192300,Hecbek,Benzin,1.4,75,2790.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,12820.0,15,190000-200000
Fiat,Grande Punto,2007,171788,Hecbek,Benzin,1.4,95,2999.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,12270.57142857143,14,170000-180000
Fiat,Grande Punto,2011,180000,Hecbek,Benzin + Gas (TNG),1.4,75,3999.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Bela,Stof,18000.0,10,180000-190000
Fiat,Grande Punto,2007,197056,Hecbek,Benzin,1.4,95,2849.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Plava,Drugi,14075.42857142857,14,190000-200000
Fiat,Grande Punto,2009,128000,Hecbek,Benzin,1.4,120,2899.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crvena,Drugi,10666.666666666666,12,120000-130000
Fiat,Grande Punto,2006,179000,Limuzina,Benzin,1.4,95,2650.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,11933.333333333334,15,170000-180000
Fiat,Grande Punto,2009,181456,Hecbek,Benzin + Gas (TNG),1.4,75,3390.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Bela,Stof,15121.333333333334,12,180000-190000
Fiat,Grande Punto,2006,198300,Hecbek,Benzin + Gas (TNG),1.4,75,2650.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Plava,Stof,13220.0,15,190000-200000
Fiat,Grande Punto,2006,200000,Hecbek,Benzin,1.4,95,2400.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,13333.333333333334,15,200000-210000
Fiat,Grande Punto,2006,226138,Hecbek,Benzin + Gas (TNG),1.4,75,2800.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Plava,Stof,15075.866666666667,15,220000-230000
Fiat,Grande Punto,2006,140000,Hecbek,Benzin,1.4,75,2650.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,9333.333333333334,15,140000-150000
Fiat,Grande Punto,2007,125000,Hecbek,Benzin,1.4,75,3150.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Plava,Stof,8928.57142857143,14,120000-130000
Fiat,Grande Punto,2005,207000,Hecbek,Benzin,1.4,75,2500.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,12937.5,16,200000-210000
Fiat,Grande Punto,2005,140984,Hecbek,Benzin,1.4,75,2300.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Plava,Stof,8811.5,16,140000-150000
Fiat,Grande Punto,2007,186000,Hecbek,Benzin,1.4,75,2599.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Plava,Drugi,13285.714285714286,14,180000-190000
Fiat,Grande Punto,2006,164888,Hecbek,Benzin,1.4,75,2500.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,10992.533333333333,15,160000-170000
Fiat,Grande Punto,2006,145700,Hecbek,Benzin,1.4,75,2800.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crvena,Drugi,9713.333333333334,15,140000-150000
Fiat,Grande Punto,2008,162379,Hecbek,Benzin,1.4,75,3190.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crvena,Stof,12490.692307692309,13,160000-170000
Fiat,Grande Punto,2006,167000,Hecbek,Benzin,1.4,75,2450.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Plava,Stof,11133.333333333334,15,160000-170000
Fiat,Grande Punto,2008,151000,Hecbek,Benzin,1.4,120,2999.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Plava,Stof,11615.384615384615,13,150000-160000
Fiat,Grande Punto,2006,177750,Hecbek,Benzin,1.4,75,2900.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,11850.0,15,170000-180000
Fiat,Grande Punto,2007,168000,Hecbek,Benzin,1.4,75,2550.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Plava,Stof,12000.0,14,160000-170000
Fiat,Grande Punto,2006,221500,Hecbek,Benzin,1.4,75,2600.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Drugi,14766.666666666666,15,220000-230000
Fiat,Grande Punto,2005,230000,Hecbek,Benzin + Gas (TNG),1.4,75,2200.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,14375.0,16,230000-240000
Fiat,Grande Punto,2008,178211,Hecbek,Benzin,1.4,75,2900.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,13708.538461538461,13,170000-180000
Fiat,Grande Punto,2008,240000,Hecbek,Benzin,1.4,95,2799.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Druga,Stof,18461.53846153846,13,240000-250000
Fiat,Grande Punto,2007,222210,Hecbek,Benzin,1.4,75,2850.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,15872.142857142857,14,220000-230000
Fiat,Grande Punto,2006,149000,Hecbek,Benzin,1.4,75,2700.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,9933.333333333334,15,140000-150000
Fiat,Grande Punto,2009,224000,Hecbek,Benzin + Gas (TNG),1.4,75,3400.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Druga,Stof,18666.666666666668,12,220000-230000
Fiat,Grande Punto,2007,170376,Hecbek,Benzin,1.4,95,2799.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,12169.714285714286,14,170000-180000
Fiat,Grande Punto,2006,180000,Hecbek,Benzin,1.4,95,2599.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,12000.0,15,180000-190000
Fiat,Grande Punto,2007,163650,Hecbek,Benzin,1.4,75,2800.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,11689.285714285714,14,160000-170000
Fiat,Grande Punto,2009,188000,Hecbek,Benzin,1.4,75,3300.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,15666.666666666666,12,180000-190000
Fiat,Grande Punto,2006,178000,Hecbek,Benzin,1.4,95,2390.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,11866.666666666666,15,170000-180000
Fiat,Grande Punto,2007,220000,Hecbek,Benzin,1.4,95,2800.0,Euro 5 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,15714.285714285714,14,220000-230000
Fiat,Grande Punto,2007,137000,Hecbek,Benzin,1.4,75,2850.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Bela,Stof,9785.714285714286,14,130000-140000
Fiat,Grande Punto,2007,230000,Hecbek,Benzin,1.4,75,2700.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,16428.571428571428,14,230000-240000
Fiat,Grande Punto,2006,154003,Hecbek,Benzin,1.4,75,2500.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crvena,Stof,10266.866666666667,15,150000-160000
Fiat,Grande Punto,2006,174450,Hecbek,Benzin,1.4,95,2650.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Plava,Stof,11630.0,15,170000-180000
Fiat,Grande Punto,2006,159433,Hecbek,Benzin,1.4,75,2700.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,10628.866666666667,15,150000-160000
Fiat,Grande Punto,2006,138600,Hecbek,Benzin,1.4,75,2790.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,9240.0,15,130000-140000
Fiat,Grande Punto,2007,227000,Hecbek,Benzin + Gas (TNG),1.4,75,2480.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,16214.285714285714,14,220000-230000
Fiat,Grande Punto,2008,175876,Hecbek,Benzin,1.4,75,2750.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,13528.923076923076,13,170000-180000
Fiat,Grande Punto,2006,210000,Hecbek,Benzin,1.4,75,2300.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Plava,Stof,14000.0,15,210000-220000
Fiat,Grande Punto,2006,162000,Hecbek,Benzin,1.4,75,2700.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,10800.0,15,160000-170000
Fiat,Grande Punto,2006,208500,Hecbek,Benzin,1.4,75,2899.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Plava,Stof,13900.0,15,200000-210000
Fiat,Grande Punto,2007,155000,Hecbek,Benzin,1.4,75,2690.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Plava,Stof,11071.42857142857,14,150000-160000
Fiat,Grande Punto,2006,182683,Hecbek,Benzin,1.4,95,2550.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Plava,Stof,12178.866666666667,15,180000-190000
Fiat,Grande Punto,2006,225200,Hecbek,Benzin,1.4,75,2700.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,15013.333333333334,15,220000-230000
Fiat,Grande Punto,2007,149161,Hecbek,Benzin,1.4,75,2650.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,10654.357142857143,14,140000-150000
Fiat,Grande Punto,2008,198000,Hecbek,Benzin,1.4,95,3199.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,15230.76923076923,13,190000-200000
Fiat,Grande Punto,2006,170000,Limuzina,Benzin,1.4,75,2350.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,11333.333333333334,15,170000-180000
Fiat,Grande Punto,2006,232049,Hecbek,Benzin + Gas (TNG),1.4,95,2700.0,Euro 3 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,15469.933333333332,15,230000-240000
Fiat,Grande Punto,2006,188000,Hecbek,Benzin,1.4,75,2700.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,12533.333333333334,15,180000-190000
Fiat,Grande Punto,2006,190130,Hecbek,Benzin,1.4,75,2650.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,12675.333333333334,15,190000-200000
Fiat,Grande Punto,2007,184900,Hecbek,Benzin,1.4,75,2890.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,13207.142857142857,14,180000-190000
Fiat,Grande Punto,2006,183500,Hecbek,Benzin,1.4,75,2800.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,12233.333333333334,15,180000-190000
Fiat,Grande Punto,2007,234500,Hecbek,Benzin,1.4,75,2700.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crvena,Stof,16750.0,14,230000-240000
Fiat,Grande Punto,2006,214000,Hecbek,Dizel,1.4,75,2350.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crvena,Stof,14266.666666666666,15,210000-220000
Fiat,Grande Punto,2009,172000,Limuzina,Benzin,1.4,75,2900.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,14333.333333333334,12,170000-180000
Fiat,Grande Punto,2008,138789,Hecbek,Benzin,1.4,75,3000.0,Euro 5 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,10676.076923076924,13,130000-140000
Fiat,Grande Punto,2007,200100,Hecbek,Dizel,1.9,130,2800.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Druga,Stof,14292.857142857143,14,200000-210000
Fiat,Grande Punto,2007,237500,Hecbek,Dizel,1.9,130,2400.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Plava,Stof,16964.285714285714,14,230000-240000
Fiat,Grande Punto,2005,126139,Hecbek,Dizel,1.9,130,2350.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,7883.6875,16,120000-130000
Fiat,Grande Punto,2007,150406,Hecbek,Dizel,1.9,130,2999.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,10743.285714285714,14,150000-160000
Fiat,Grande Punto,2008,209000,Hecbek,Dizel,1.9,120,2900.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Siva,Stof,16076.923076923076,13,200000-210000
Fiat,Grande Punto,2006,237000,Hecbek,Dizel,1.9,120,2450.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,15800.0,15,230000-240000
Fiat,Grande Punto,2007,202594,Hecbek,Dizel,1.9,130,2800.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Siva,Prirodna koza,14471.0,14,200000-210000
Fiat,Grande Punto,2007,179356,Hecbek,Dizel,1.9,130,2400.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Crna,Stof,12811.142857142857,14,170000-180000
Fiat,Grande Punto,2006,200000,Hecbek,Dizel,1.9,120,2500.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Plava,Stof,13333.333333333334,15,200000-210000
Fiat,Grande Punto,2006,233544,Hecbek,Dizel,1.9,130,2500.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crna,Stof,15569.6,15,230000-240000
Fiat,Grande Punto,2006,188000,Hecbek,Dizel,1.9,130,2500.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,12533.333333333334,15,180000-190000
Fiat,Grande Punto,2009,226000,Hecbek,Dizel,1.9,130,2700.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Plava,Stof,18833.333333333332,12,220000-230000
Fiat,Grande Punto,2006,170000,Hecbek,Dizel,1.9,130,2900.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Manuelna klima ,Crvena,Stof,11333.333333333334,15,170000-180000
Fiat,Grande Punto,2007,200100,Hecbek,Dizel,1.9,130,2800.0,Euro 4 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Druga,Stof,14292.857142857143,14,200000-210000
Seat,Ibiza,2004,190000,Hecbek,Benzin,1.2,65,2100.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,11176.470588235294,17,190000-200000
Seat,Ibiza,2012,191000,Karavan,Dizel,1.2,75,4950.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Prirodna koza,21222.222222222223,9,190000-200000
Seat,Ibiza,2010,172737,Karavan,Dizel,1.2,75,4200.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,15703.363636363636,11,170000-180000
Seat,Ibiza,2008,180000,Hecbek,Benzin,1.2,60,2800.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,13846.153846153846,13,180000-190000
Seat,Ibiza,2011,150000,Karavan,Benzin,1.2,105,4199.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Bela,Stof,15000.0,10,150000-160000
Seat,Ibiza,2010,187200,Karavan,Dizel,1.2,75,3999.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,17018.18181818182,11,180000-190000
Seat,Ibiza,2009,149129,Hecbek,Benzin,1.2,70,3550.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Nema klimu ,Siva,Stof,12427.416666666666,12,140000-150000
Seat,Ibiza,2012,162305,Karavan,Dizel,1.2,75,4200.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,18033.88888888889,9,160000-170000
Seat,Ibiza,2012,149217,Karavan,Dizel,1.2,75,4450.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Druga,Stof,16579.666666666668,9,140000-150000
Seat,Ibiza,2010,154000,Hecbek,Benzin,1.2,60,4200.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Bela,Stof,14000.0,11,150000-160000
Seat,Ibiza,2010,221700,Hecbek,Dizel,1.2,75,3950.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Bela,Stof,20154.545454545456,11,220000-230000
Seat,Ibiza,2009,127000,Hecbek,Benzin,1.2,70,3500.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,10583.333333333334,12,120000-130000
Seat,Ibiza,2011,183530,Hecbek,Dizel,1.2,75,4250.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,18353.0,10,180000-190000
Seat,Ibiza,2011,152000,Karavan,Dizel,1.2,75,4000.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Prirodna koza,15200.0,10,150000-160000
Seat,Ibiza,2010,203000,Hecbek,Benzin + Gas (TNG),1.2,80,3500.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,18454.545454545456,11,200000-210000
Seat,Ibiza,2012,185000,Karavan,Dizel,1.2,75,5000.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,20555.555555555555,9,180000-190000
Seat,Ibiza,2007,122273,Hecbek,Benzin,1.2,70,2750.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,8733.785714285714,14,120000-130000
Seat,Ibiza,2011,165610,Karavan,Dizel,1.2,75,4400.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,16561.0,10,160000-170000
Seat,Ibiza,2006,156400,Hecbek,Benzin,1.2,65,2390.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,10426.666666666666,15,150000-160000
Seat,Ibiza,2007,142586,Hecbek,Benzin,1.2,70,2690.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,10184.714285714286,14,140000-150000
Seat,Ibiza,2011,218000,Hecbek,Benzin,1.2,105,4290.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Druga,Stof,21800.0,10,210000-220000
Seat,Ibiza,2011,170000,Hecbek,Dizel,1.2,75,4399.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Bela,Stof,17000.0,10,170000-180000
Seat,Ibiza,2011,170000,Karavan,Benzin,1.2,105,4599.0,Euro 5 ,Prednji ,Manuelni 6 brzina ,Automatska klima ,Bela,Stof,17000.0,10,170000-180000
Seat,Ibiza,2003,138000,Hecbek,Benzin,1.2,65,1600.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Plava,Stof,7666.666666666667,18,130000-140000
Seat,Ibiza,2007,132138,Hecbek,Benzin,1.2,60,2990.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,9438.42857142857,14,130000-140000
Seat,Ibiza,2011,214000,Karavan,Dizel,1.2,75,3999.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,21400.0,10,210000-220000
Seat,Ibiza,2012,161080,Karavan,Dizel,1.2,75,4200.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Bela,Stof,17897.777777777777,9,160000-170000
Seat,Ibiza,2011,170000,Karavan,Dizel,1.2,75,4500.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Bela,Stof,17000.0,10,170000-180000
Seat,Ibiza,2006,156000,Hecbek,Benzin,1.2,70,2350.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Druga,Stof,10400.0,15,150000-160000
Seat,Ibiza,2002,224567,Hecbek,Benzin + Gas (TNG),1.2,60,1450.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Nema klimu ,Plava,Stof,11819.315789473685,19,220000-230000
Seat,Ibiza,2011,184000,Hecbek,Dizel,1.2,75,4300.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,18400.0,10,180000-190000
Seat,Ibiza,2010,114308,Karavan,Benzin + Gas (TNG),1.2,70,4500.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Bela,Stof,10391.636363636364,11,110000-120000
Seat,Ibiza,2010,234000,Karavan,Dizel,1.2,75,3700.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,21272.727272727272,11,230000-240000
Seat,Ibiza,2011,160000,Hecbek,Dizel,1.2,75,4490.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,16000.0,10,160000-170000
Seat,Ibiza,2002,252000,Hecbek,Benzin,1.2,65,1600.0,Euro 3 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Drugi,13263.157894736842,19,250000-260000
Seat,Ibiza,2011,215725,Karavan,Dizel,1.2,75,3750.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Bela,Stof,21572.5,10,210000-220000
Seat,Ibiza,2011,171421,Karavan,Dizel,1.2,75,4400.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,17142.1,10,170000-180000
Seat,Ibiza,2011,147000,Hecbek,Benzin,1.2,60,4100.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,14700.0,10,140000-150000
Seat,Ibiza,2010,175000,Hecbek,Dizel,1.2,75,4399.0,Euro 5 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Siva,Stof,15909.09090909091,11,170000-180000
Seat,Ibiza,2006,167000,Hecbek,Benzin,1.2,70,2500.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Crna,Stof,11133.333333333334,15,160000-170000
Seat,Ibiza,2003,210000,Hecbek,Benzin,1.2,65,1800.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,11666.666666666666,18,210000-220000
Seat,Ibiza,2004,181200,Hecbek,Benzin,1.2,65,2000.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Manuelna klima ,Siva,Stof,10658.823529411764,17,180000-190000
Seat,Ibiza,2007,156000,Hecbek,Benzin,1.4,85,2699.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,11142.857142857143,14,150000-160000
Seat,Ibiza,2008,181000,Hecbek,Dizel,1.4,80,3699.0,Euro 4 ,Prednji ,Manuelni 5 brzina ,Automatska klima ,Crna,Stof,13923.076923076924,13,180000-190000
